appid,name,release_date,required_age,price,dlc_count,categories,genres,user_score,positive,negative,tags,review_text,explicit_expectations,has_explicit,expectations,dominant_aspect,dominant_sentiment
362890,Black Mesa,2020-03-06,0,19.99,0,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Includes Source SDK', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,117371,5832,"{'FPS': 1051, 'Remake': 975, 'Action': 901, 'Sci-fi': 843, 'First-Person': 778, 'Singleplayer': 758, 'Shooter': 686, 'Atmospheric': 671, 'Classic': 666, 'Story Rich': 644, 'Great Soundtrack': 623, 'Aliens': 598, 'Zombies': 555, 'Adventure': 544, 'Horror': 485, 'Multiplayer': 427, 'Indie': 373, 'Mod': 249, 'Early Access': 217, 'Gore': 164}","It's a brilliant tribute to one of the greatest videogames ever made, and it's also a good game in its own right.","[{'expectation': 'greatest videogames', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
1868140,DAVE THE DIVER,2023-06-28,0,19.99,2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'RPG', 'Simulation']",0,119992,3511,"{'Pixel Graphics': 619, 'Casual': 541, 'Management': 530, 'Adventure': 505, 'Relaxing': 489, 'RPG': 465, 'Fishing': 460, 'Exploration': 456, 'Underwater': 435, 'Simulation': 434, 'Singleplayer': 422, 'Farming Sim': 379, 'Story Rich': 342, '2D': 340, 'Rogue-lite': 339, 'Crafting': 338, 'Funny': 328, 'Agriculture': 283, 'Action': 250, 'Indie': 229}",It’s easily one of the best games I’ve played this year so far.,"[{'expectation': 'best games', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
1868140,DAVE THE DIVER,2023-06-28,0,19.99,2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'RPG', 'Simulation']",0,119992,3511,"{'Pixel Graphics': 619, 'Casual': 541, 'Management': 530, 'Adventure': 505, 'Relaxing': 489, 'RPG': 465, 'Fishing': 460, 'Exploration': 456, 'Underwater': 435, 'Simulation': 434, 'Singleplayer': 422, 'Farming Sim': 379, 'Story Rich': 342, '2D': 340, 'Rogue-lite': 339, 'Crafting': 338, 'Funny': 328, 'Agriculture': 283, 'Action': 250, 'Indie': 229}",Dave the Diver is packed with activities and full of heart.,[],False,[],,
1868140,DAVE THE DIVER,2023-06-28,0,19.99,2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'RPG', 'Simulation']",0,119992,3511,"{'Pixel Graphics': 619, 'Casual': 541, 'Management': 530, 'Adventure': 505, 'Relaxing': 489, 'RPG': 465, 'Fishing': 460, 'Exploration': 456, 'Underwater': 435, 'Simulation': 434, 'Singleplayer': 422, 'Farming Sim': 379, 'Story Rich': 342, '2D': 340, 'Rogue-lite': 339, 'Crafting': 338, 'Funny': 328, 'Agriculture': 283, 'Action': 250, 'Indie': 229}",One of the year's most addictive games.,"[{'expectation': 'addictive games', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
2183900,"Warhammer 40,000: Space Marine 2",2024-09-09,0,38.99,9,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG']",0,127245,26436,"{'Warhammer 40K': 524, 'Action': 435, 'Third-Person Shooter': 407, 'Multiplayer': 401, 'Co-op': 389, 'PvE': 364, 'Adventure': 339, 'Action-Adventure': 331, 'Third Person': 311, 'Sci-fi': 282, 'Wargame': 280, '3D': 255, 'War': 238, 'Fantasy': 235, 'Space': 232, 'Narration': 222, 'Singleplayer': 214, 'Realistic': 182, 'Cinematic': 171, 'Futuristic': 168}",Probably the best Warhammer 40K game ever made.,[],True,[],,
2183900,"Warhammer 40,000: Space Marine 2",2024-09-09,0,38.99,9,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG']",0,127245,26436,"{'Warhammer 40K': 524, 'Action': 435, 'Third-Person Shooter': 407, 'Multiplayer': 401, 'Co-op': 389, 'PvE': 364, 'Adventure': 339, 'Action-Adventure': 331, 'Third Person': 311, 'Sci-fi': 282, 'Wargame': 280, '3D': 255, 'War': 238, 'Fantasy': 235, 'Space': 232, 'Narration': 222, 'Singleplayer': 214, 'Realistic': 182, 'Cinematic': 171, 'Futuristic': 168}",The best third-person shooter I've played in years.,[],False,[],,
2183900,"Warhammer 40,000: Space Marine 2",2024-09-09,0,38.99,9,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'RPG']",0,127245,26436,"{'Warhammer 40K': 524, 'Action': 435, 'Third-Person Shooter': 407, 'Multiplayer': 401, 'Co-op': 389, 'PvE': 364, 'Adventure': 339, 'Action-Adventure': 331, 'Third Person': 311, 'Sci-fi': 282, 'Wargame': 280, '3D': 255, 'War': 238, 'Fantasy': 235, 'Space': 232, 'Narration': 222, 'Singleplayer': 214, 'Realistic': 182, 'Cinematic': 171, 'Futuristic': 168}","Bombastic, brutal and brilliant fun from start to finish.","[{'expectation': 'fun from start', 'aspect': 'gameplay'}, {'expectation': 'start to finish', 'aspect': 'story'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'neutral'}, {'aspect': 'story', 'sentiment': 'positive'}]",gameplay,neutral
2379780,Balatro,2024-02-20,0,14.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,131361,2538,"{'Card Game': 502, 'Roguelike Deckbuilder': 498, 'Rogue-like': 488, 'Deckbuilding': 439, 'Singleplayer': 425, 'Strategy': 385, 'Pixel Graphics': 379, 'Replay Value': 368, 'Turn-Based': 342, 'Card Battler': 336, 'Rogue-lite': 333, 'Casual': 304, 'Choices Matter': 302, 'Difficult': 291, 'Turn-Based Strategy': 275, '2D': 272, 'Relaxing': 242, 'Arcade': 235, 'Procedural Generation': 219, 'Indie': 216}","This is an absolute triumph, the reason Valve should rename their handheld 'the Balatro machine",[],False,[],,
2379780,Balatro,2024-02-20,0,14.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,131361,2538,"{'Card Game': 502, 'Roguelike Deckbuilder': 498, 'Rogue-like': 488, 'Deckbuilding': 439, 'Singleplayer': 425, 'Strategy': 385, 'Pixel Graphics': 379, 'Replay Value': 368, 'Turn-Based': 342, 'Card Battler': 336, 'Rogue-lite': 333, 'Casual': 304, 'Choices Matter': 302, 'Difficult': 291, 'Turn-Based Strategy': 275, '2D': 272, 'Relaxing': 242, 'Arcade': 235, 'Procedural Generation': 219, 'Indie': 216}",Balatro is one of the best deck-building roguelikes I have ever played.,[],False,[],,
2379780,Balatro,2024-02-20,0,14.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,131361,2538,"{'Card Game': 502, 'Roguelike Deckbuilder': 498, 'Rogue-like': 488, 'Deckbuilding': 439, 'Singleplayer': 425, 'Strategy': 385, 'Pixel Graphics': 379, 'Replay Value': 368, 'Turn-Based': 342, 'Card Battler': 336, 'Rogue-lite': 333, 'Casual': 304, 'Choices Matter': 302, 'Difficult': 291, 'Turn-Based Strategy': 275, '2D': 272, 'Relaxing': 242, 'Arcade': 235, 'Procedural Generation': 219, 'Indie': 216}","Balatro is an addictively delicious, menacing creation which devours hours without mercy.",[],False,[],,
1222680,Need for Speed™ Heat,2020-06-04,0,69.99,2,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play on Tablet', 'HDR available']","['Action', 'Adventure', 'Racing', 'Sports']",0,107769,20752,"{'Racing': 526, 'Open World': 389, 'Multiplayer': 389, 'Driving': 367, 'Action': 280, 'Singleplayer': 263, 'Co-op': 228, 'Adventure': 222, 'Atmospheric': 184, 'Combat Racing': 184, 'Third Person': 175, 'Online Co-Op': 175, 'Arcade': 171, 'Controller': 157, 'Sports': 149, 'PvP': 143, 'First-Person': 140, 'Character Customization': 129, 'Destruction': 95, 'Split Screen': 88}",The most impressive Need for Speed game in years.,[],False,[],,
1222680,Need for Speed™ Heat,2020-06-04,0,69.99,2,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Remote Play on Tablet', 'HDR available']","['Action', 'Adventure', 'Racing', 'Sports']",0,107769,20752,"{'Racing': 526, 'Open World': 389, 'Multiplayer': 389, 'Driving': 367, 'Action': 280, 'Singleplayer': 263, 'Co-op': 228, 'Adventure': 222, 'Atmospheric': 184, 'Combat Racing': 184, 'Third Person': 175, 'Online Co-Op': 175, 'Arcade': 171, 'Controller': 157, 'Sports': 149, 'PvP': 143, 'First-Person': 140, 'Character Customization': 129, 'Destruction': 95, 'Split Screen': 88}",Need For Speed Heat is a return to those glory days.,[],False,[],,
504230,Celeste,2018-01-25,0,19.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,113097,2948,"{'Precision Platformer': 1378, 'Difficult': 1364, 'Great Soundtrack': 1358, 'Pixel Graphics': 1358, 'Indie': 1267, 'Platformer': 1239, '2D Platformer': 1089, 'Female Protagonist': 948, 'Singleplayer': 795, '2D': 775, 'Story Rich': 741, 'Adventure': 593, 'Cute': 576, 'Puzzle-Platformer': 475, 'Atmospheric': 462, 'LGBTQ+': 457, 'Action': 380, 'Side Scroller': 316, 'Retro': 309, 'Exploration': 296}",Celeste is a surprise masterpiece.,[],False,[],,
504230,Celeste,2018-01-25,0,19.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,113097,2948,"{'Precision Platformer': 1378, 'Difficult': 1364, 'Great Soundtrack': 1358, 'Pixel Graphics': 1358, 'Indie': 1267, 'Platformer': 1239, '2D Platformer': 1089, 'Female Protagonist': 948, 'Singleplayer': 795, '2D': 775, 'Story Rich': 741, 'Adventure': 593, 'Cute': 576, 'Puzzle-Platformer': 475, 'Atmospheric': 462, 'LGBTQ+': 457, 'Action': 380, 'Side Scroller': 316, 'Retro': 309, 'Exploration': 296}",This is an essential gaming experience.,"[{'expectation': 'essential gaming', 'aspect': 'gameplay'}, {'expectation': 'essential gaming experience', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
504230,Celeste,2018-01-25,0,19.99,1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,113097,2948,"{'Precision Platformer': 1378, 'Difficult': 1364, 'Great Soundtrack': 1358, 'Pixel Graphics': 1358, 'Indie': 1267, 'Platformer': 1239, '2D Platformer': 1089, 'Female Protagonist': 948, 'Singleplayer': 795, '2D': 775, 'Story Rich': 741, 'Adventure': 593, 'Cute': 576, 'Puzzle-Platformer': 475, 'Atmospheric': 462, 'LGBTQ+': 457, 'Action': 380, 'Side Scroller': 316, 'Retro': 309, 'Exploration': 296}",[Celeste] is truly a game for everyone.,[],False,[],,
524220,NieR:Automata™,2017-03-17,0,39.99,1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'RPG']",0,119495,17932,"{'Great Soundtrack': 4026, 'Story Rich': 3848, 'Female Protagonist': 3454, 'Hack and Slash': 3280, 'Action': 3192, 'Open World': 2559, 'RPG': 2530, 'JRPG': 2324, 'Anime': 2218, 'Post-apocalyptic': 2164, 'Singleplayer': 2093, 'Robots': 1881, 'Atmospheric': 1736, 'Sci-fi': 1690, 'Nudity': 1605, 'Adventure': 1412, 'Bullet Hell': 1394, 'Spectacle fighter': 1393, 'Character Action Game': 1375, 'Violent': 868}",Riveting and gratifying combat,"[{'expectation': 'gratifying combat', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
524220,NieR:Automata™,2017-03-17,0,39.99,1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'RPG']",0,119495,17932,"{'Great Soundtrack': 4026, 'Story Rich': 3848, 'Female Protagonist': 3454, 'Hack and Slash': 3280, 'Action': 3192, 'Open World': 2559, 'RPG': 2530, 'JRPG': 2324, 'Anime': 2218, 'Post-apocalyptic': 2164, 'Singleplayer': 2093, 'Robots': 1881, 'Atmospheric': 1736, 'Sci-fi': 1690, 'Nudity': 1605, 'Adventure': 1412, 'Bullet Hell': 1394, 'Spectacle fighter': 1393, 'Character Action Game': 1375, 'Violent': 868}",A breath of fresh air,"[{'expectation': 'fresh air', 'aspect': 'innovation'}]",True,"[{'aspect': 'innovation', 'sentiment': 'positive'}]",innovation,positive
524220,NieR:Automata™,2017-03-17,0,39.99,1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'RPG']",0,119495,17932,"{'Great Soundtrack': 4026, 'Story Rich': 3848, 'Female Protagonist': 3454, 'Hack and Slash': 3280, 'Action': 3192, 'Open World': 2559, 'RPG': 2530, 'JRPG': 2324, 'Anime': 2218, 'Post-apocalyptic': 2164, 'Singleplayer': 2093, 'Robots': 1881, 'Atmospheric': 1736, 'Sci-fi': 1690, 'Nudity': 1605, 'Adventure': 1412, 'Bullet Hell': 1394, 'Spectacle fighter': 1393, 'Character Action Game': 1375, 'Violent': 868}","Bold, ambitious, and surprising",[],False,[],,
220240,Far Cry 3,2012-12-04,17,4.99,0,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure']",0,98333,11547,"{'Open World': 2491, 'FPS': 2036, 'Action': 1780, 'Adventure': 1517, 'Multiplayer': 1253, 'Shooter': 1157, 'Stealth': 1118, 'Co-op': 1036, 'First-Person': 1005, 'Hunting': 964, 'Singleplayer': 934, 'Sandbox': 615, 'Survival': 609, 'Story Rich': 609, 'Online Co-Op': 508, 'Atmospheric': 461, 'Nudity': 456, 'Crafting': 420, 'Colorful': 406, 'RPG': 300}",INCREDIBLE,[],False,[],,
220240,Far Cry 3,2012-12-04,17,4.99,0,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure']",0,98333,11547,"{'Open World': 2491, 'FPS': 2036, 'Action': 1780, 'Adventure': 1517, 'Multiplayer': 1253, 'Shooter': 1157, 'Stealth': 1118, 'Co-op': 1036, 'First-Person': 1005, 'Hunting': 964, 'Singleplayer': 934, 'Sandbox': 615, 'Survival': 609, 'Story Rich': 609, 'Online Co-Op': 508, 'Atmospheric': 461, 'Nudity': 456, 'Crafting': 420, 'Colorful': 406, 'RPG': 300}",ONE ADVENTURE YOU WON’T WANT TO MISS,[],False,[],,
220240,Far Cry 3,2012-12-04,17,4.99,0,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure']",0,98333,11547,"{'Open World': 2491, 'FPS': 2036, 'Action': 1780, 'Adventure': 1517, 'Multiplayer': 1253, 'Shooter': 1157, 'Stealth': 1118, 'Co-op': 1036, 'First-Person': 1005, 'Hunting': 964, 'Singleplayer': 934, 'Sandbox': 615, 'Survival': 609, 'Story Rich': 609, 'Online Co-Op': 508, 'Atmospheric': 461, 'Nudity': 456, 'Crafting': 420, 'Colorful': 406, 'RPG': 300}",A huge and excitingly rich open world,"[{'expectation': 'open world', 'aspect': 'story'}]",True,"[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
220240,Far Cry 3,2012-12-04,17,4.99,0,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure']",0,98333,11547,"{'Open World': 2491, 'FPS': 2036, 'Action': 1780, 'Adventure': 1517, 'Multiplayer': 1253, 'Shooter': 1157, 'Stealth': 1118, 'Co-op': 1036, 'First-Person': 1005, 'Hunting': 964, 'Singleplayer': 934, 'Sandbox': 615, 'Survival': 609, 'Story Rich': 609, 'Online Co-Op': 508, 'Atmospheric': 461, 'Nudity': 456, 'Crafting': 420, 'Colorful': 406, 'RPG': 300}",A must-have for any shooter fan,[],False,[],,
220240,Far Cry 3,2012-12-04,17,4.99,0,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure']",0,98333,11547,"{'Open World': 2491, 'FPS': 2036, 'Action': 1780, 'Adventure': 1517, 'Multiplayer': 1253, 'Shooter': 1157, 'Stealth': 1118, 'Co-op': 1036, 'First-Person': 1005, 'Hunting': 964, 'Singleplayer': 934, 'Sandbox': 615, 'Survival': 609, 'Story Rich': 609, 'Online Co-Op': 508, 'Atmospheric': 461, 'Nudity': 456, 'Crafting': 420, 'Colorful': 406, 'RPG': 300}",Outstanding,[],False,[],,
220240,Far Cry 3,2012-12-04,17,4.99,0,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']","['Action', 'Adventure']",0,98333,11547,"{'Open World': 2491, 'FPS': 2036, 'Action': 1780, 'Adventure': 1517, 'Multiplayer': 1253, 'Shooter': 1157, 'Stealth': 1118, 'Co-op': 1036, 'First-Person': 1005, 'Hunting': 964, 'Singleplayer': 934, 'Sandbox': 615, 'Survival': 609, 'Story Rich': 609, 'Online Co-Op': 508, 'Atmospheric': 461, 'Nudity': 456, 'Crafting': 420, 'Colorful': 406, 'RPG': 300}",One of the best games of the year,"[{'expectation': 'best games', 'aspect': 'gameplay'}]",True,"[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
632470,Disco Elysium - The Final Cut,2019-10-15,0,39.99,2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",['RPG'],0,100969,7390,"{'RPG': 1238, 'Story Rich': 1149, 'Choices Matter': 1064, 'Detective': 922, 'Isometric': 719, 'Atmospheric': 672, 'Singleplayer': 647, 'Point & Click': 575, 'CRPG': 567, 'Noir': 509, 'Political': 503, 'Surreal': 501, 'Visual Novel': 494, 'Exploration': 458, 'Funny': 456, 'Adventure': 449, 'Indie': 445, 'Open World': 409, 'Character Customization': 386, 'Sexual Content': 352}","Powerful, poetic, haunting, and hilarious.",[],False,[],,
632470,Disco Elysium - The Final Cut,2019-10-15,0,39.99,2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",['RPG'],0,100969,7390,"{'RPG': 1238, 'Story Rich': 1149, 'Choices Matter': 1064, 'Detective': 922, 'Isometric': 719, 'Atmospheric': 672, 'Singleplayer': 647, 'Point & Click': 575, 'CRPG': 567, 'Noir': 509, 'Political': 503, 'Surreal': 501, 'Visual Novel': 494, 'Exploration': 458, 'Funny': 456, 'Adventure': 449, 'Indie': 445, 'Open World': 409, 'Character Customization': 386, 'Sexual Content': 352}",The Final Cut elevates Disco Elysium from an already phenomenal RPG to a true must-play masterpiece.,[],False,[],,
632470,Disco Elysium - The Final Cut,2019-10-15,0,39.99,2,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Tablet', 'Family Sharing']",['RPG'],0,100969,7390,"{'RPG': 1238, 'Story Rich': 1149, 'Choices Matter': 1064, 'Detective': 922, 'Isometric': 719, 'Atmospheric': 672, 'Singleplayer': 647, 'Point & Click': 575, 'CRPG': 567, 'Noir': 509, 'Political': 503, 'Surreal': 501, 'Visual Novel': 494, 'Exploration': 458, 'Funny': 456, 'Adventure': 449, 'Indie': 445, 'Open World': 409, 'Character Customization': 386, 'Sexual Content': 352}",The voice acting in Disco Elysium - The Final Cut makes the best RPG on PC even better,"[{'expectation': 'voice acting', 'aspect': 'audio'}, {'expectation': 'best RPG', 'aspect': 'gameplay'}, {'expectation': 'RPG on PC', 'aspect': 'gameplay'}]",True,"[{'aspect': 'audio', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
1167630,Teardown,2022-04-21,0,29.99,4,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']",0,100750,4697,"{'Destruction': 986, 'Physics': 864, 'Sandbox': 848, 'Voxel': 722, 'First-Person': 664, 'Singleplayer': 597, 'Open World': 574, 'Heist': 568, 'Realistic': 548, '3D': 529, 'Simulation': 520, 'Action': 497, 'Puzzle': 461, 'Driving': 448, 'Indie': 418, 'Tactical': 413, 'Immersive Sim': 413, 'Replay Value': 412, 'Multiplayer': 395, 'Puzzle-Platformer': 379}",An endlessly delightful destruction sandbox,[],False,[],,
1167630,Teardown,2022-04-21,0,29.99,4,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']",0,100750,4697,"{'Destruction': 986, 'Physics': 864, 'Sandbox': 848, 'Voxel': 722, 'First-Person': 664, 'Singleplayer': 597, 'Open World': 574, 'Heist': 568, 'Realistic': 548, '3D': 529, 'Simulation': 520, 'Action': 497, 'Puzzle': 461, 'Driving': 448, 'Indie': 418, 'Tactical': 413, 'Immersive Sim': 413, 'Replay Value': 412, 'Multiplayer': 395, 'Puzzle-Platformer': 379}",Teardown offers players a chance to live out their most destructive dreams in a beautifully rendered voxel world,[],True,[],,
1167630,Teardown,2022-04-21,0,29.99,4,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Includes level editor', 'Remote Play on Tablet', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']",0,100750,4697,"{'Destruction': 986, 'Physics': 864, 'Sandbox': 848, 'Voxel': 722, 'First-Person': 664, 'Singleplayer': 597, 'Open World': 574, 'Heist': 568, 'Realistic': 548, '3D': 529, 'Simulation': 520, 'Action': 497, 'Puzzle': 461, 'Driving': 448, 'Indie': 418, 'Tactical': 413, 'Immersive Sim': 413, 'Replay Value': 412, 'Multiplayer': 395, 'Puzzle-Platformer': 379}","Teardown Is A Heist Game Where Levels Are Fully Destructible, And It's Fantastic",[],False,[],,
581320,Insurgency: Sandstorm,2018-12-12,17,29.99,47,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing']",['Action'],0,106426,18763,"{'FPS': 1153, 'Realistic': 952, 'Shooter': 917, 'Military': 842, 'Tactical': 740, 'Multiplayer': 735, 'Action': 644, 'First-Person': 579, 'War': 482, 'Online Co-Op': 473, 'Co-op': 425, 'Gore': 350, 'Violent': 317, 'Difficult': 234, 'Atmospheric': 233, 'Simulation': 205, 'Open World': 170, 'Massively Multiplayer': 160, 'Indie': 113, 'Choices Matter': 89}",Insurgency: Sandstorm feels fresh and innovative at every turn,[],False,[],,
581320,Insurgency: Sandstorm,2018-12-12,17,29.99,47,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing']",['Action'],0,106426,18763,"{'FPS': 1153, 'Realistic': 952, 'Shooter': 917, 'Military': 842, 'Tactical': 740, 'Multiplayer': 735, 'Action': 644, 'First-Person': 579, 'War': 482, 'Online Co-Op': 473, 'Co-op': 425, 'Gore': 350, 'Violent': 317, 'Difficult': 234, 'Atmospheric': 233, 'Simulation': 205, 'Open World': 170, 'Massively Multiplayer': 160, 'Indie': 113, 'Choices Matter': 89}","If ever there was an example of outstanding FPS gunplay, Insurgency: Sandstorm is surely it",[],False,[],,
581320,Insurgency: Sandstorm,2018-12-12,17,29.99,47,"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Family Sharing']",['Action'],0,106426,18763,"{'FPS': 1153, 'Realistic': 952, 'Shooter': 917, 'Military': 842, 'Tactical': 740, 'Multiplayer': 735, 'Action': 644, 'First-Person': 579, 'War': 482, 'Online Co-Op': 473, 'Co-op': 425, 'Gore': 350, 'Violent': 317, 'Difficult': 234, 'Atmospheric': 233, 'Simulation': 205, 'Open World': 170, 'Massively Multiplayer': 160, 'Indie': 113, 'Choices Matter': 89}",It might just have one of the best cooperative modes from any first-person shooter that I’ve played all year,"[{'expectation': 'cooperative modes', 'aspect': 'community'}]",True,"[{'aspect': 'community', 'sentiment': 'positive'}]",community,positive
244850,Space Engineers,2019-02-28,0,19.99,15,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']",0,116320,15085,"{'Space': 3668, 'Sandbox': 3118, 'Building': 2817, 'Open World Survival Craft': 2403, 'Multiplayer': 2394, 'Survival': 1926, 'Simulation': 1866, 'Open World': 1783, 'Physics': 1574, 'Crafting': 1459, 'Destruction': 1287, 'Co-op': 1236, 'Futuristic': 1097, 'Sci-fi': 1085, 'Indie': 1076, 'Singleplayer': 1026, 'Action': 961, 'Strategy': 869, 'Adventure': 795, 'Early Access': 671}",Space Engineers bring you back to your childhood when you were fighting with your LEGO ships.,[],False,[],,
