Unnamed: 0,appid,name,release_date,required_age,price,dlc_count,categories,genres,user_score,positive,negative,tags,review_text,explicit_expectations,has_explicit,expectations,ABSA_expectations,dominant_aspect,dominant_sentiment
895,1102190,Monster Train,2020-05-21,0,24.99,2,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Strategy'],0,20426,851,"{'Card Battler': 260, 'Rogue-lite': 234, 'Card Game': 228, 'Turn-Based Tactics': 217, 'Deckbuilding': 215, 'Rogue-like': 207, 'Turn-Based Strategy': 180, 'PvP': 177, 'Difficult': 176, 'Strategy': 173, 'Roguelike Deckbuilder': 166, 'RPG': 149, 'Turn-Based Combat': 148, 'Choices Matter': 128, 'Procedural Generation': 127, 'Colorful': 121, 'Fantasy': 116, 'Demons': 106, 'Trains': 105, 'Magic': 104}",Monster Train might be the best deckbuilder since Slay The Spire,[],False,"[{'expectation': 'best deckbuilder', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
896,1102190,Monster Train,2020-05-21,0,24.99,2,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Strategy'],0,20426,851,"{'Card Battler': 260, 'Rogue-lite': 234, 'Card Game': 228, 'Turn-Based Tactics': 217, 'Deckbuilding': 215, 'Rogue-like': 207, 'Turn-Based Strategy': 180, 'PvP': 177, 'Difficult': 176, 'Strategy': 173, 'Roguelike Deckbuilder': 166, 'RPG': 149, 'Turn-Based Combat': 148, 'Choices Matter': 128, 'Procedural Generation': 127, 'Colorful': 121, 'Fantasy': 116, 'Demons': 106, 'Trains': 105, 'Magic': 104}",2020's Best Deckbuilder! | Monster Train,[],False,"[{'expectation': 'Best Deckbuilder', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
897,1102190,Monster Train,2020-05-21,0,24.99,2,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Family Sharing']",['Strategy'],0,20426,851,"{'Card Battler': 260, 'Rogue-lite': 234, 'Card Game': 228, 'Turn-Based Tactics': 217, 'Deckbuilding': 215, 'Rogue-like': 207, 'Turn-Based Strategy': 180, 'PvP': 177, 'Difficult': 176, 'Strategy': 173, 'Roguelike Deckbuilder': 166, 'RPG': 149, 'Turn-Based Combat': 148, 'Choices Matter': 128, 'Procedural Generation': 127, 'Colorful': 121, 'Fantasy': 116, 'Demons': 106, 'Trains': 105, 'Magic': 104}","Monster Train is a pleasant, mind-blowingly addictive exercise that’s well worth your time, especially if you’re a fan of roguelikes, card games, and deck-building fare",[],False,"[{'expectation': 'addictive exercise', 'aspect': 'gameplay'}, {'expectation': 'fan of roguelikes', 'aspect': 'innovation'}, {'expectation': 'card games', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'innovation', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
899,544920,Darwin Project,2020-01-13,0,0.0,0,"['Multi-player', 'PvP', 'Online PvP', 'Full controller support', 'In-App Purchases']","['Action', 'Indie', 'Free To Play']",0,14984,3424,"{'Battle Royale': 427, 'Multiplayer': 255, 'Survival': 249, 'Action': 198, 'PvP': 162, 'Open World': 127, 'Early Access': 115, 'Indie': 113, 'Co-op': 93, 'Massively Multiplayer': 90, 'Shooter': 89, 'Adventure': 79, 'Crafting': 75, 'Strategy': 64, 'Third Person': 61, 'FPS': 56, 'Third-Person Shooter': 49, 'Casual': 43, 'Atmospheric': 37, 'Singleplayer': 37}",tense and hilarious,[],False,"[{'expectation': 'hilarious', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
900,544920,Darwin Project,2020-01-13,0,0.0,0,"['Multi-player', 'PvP', 'Online PvP', 'Full controller support', 'In-App Purchases']","['Action', 'Indie', 'Free To Play']",0,14984,3424,"{'Battle Royale': 427, 'Multiplayer': 255, 'Survival': 249, 'Action': 198, 'PvP': 162, 'Open World': 127, 'Early Access': 115, 'Indie': 113, 'Co-op': 93, 'Massively Multiplayer': 90, 'Shooter': 89, 'Adventure': 79, 'Crafting': 75, 'Strategy': 64, 'Third Person': 61, 'FPS': 56, 'Third-Person Shooter': 49, 'Casual': 43, 'Atmospheric': 37, 'Singleplayer': 37}",the closest thing to 'The Hunger Games' we've played yet,[],False,"[{'expectation': 'closest thing', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'neutral'}]",story,neutral
902,1449690,The Walking Dead: The Telltale Definitive Series,2020-10-29,18,49.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Adventure'],0,25332,910,"{'Choices Matter': 447, 'Story Rich': 406, 'Interactive Fiction': 337, 'Horror': 319, 'Multiple Endings': 307, 'Comic Book': 277, 'Adventure': 272, 'Choose Your Own Adventure': 260, 'Post-apocalyptic': 245, 'Visual Novel': 238, 'Point & Click': 226, 'Zombies': 210, 'Atmospheric': 195, '3D': 179, 'Third Person': 169, 'Dark': 148, 'Dynamic Narration': 135, 'Conversation': 104, 'Dystopian ': 98, 'Narration': 79}",...a lasting example of what made Telltale stand out in the first place.,[],False,"[{'expectation': 'lasting example', 'aspect': 'story'}, {'expectation': 'first place', 'aspect': 'progression'}]","[{'aspect': 'story', 'sentiment': 'neutral'}, {'aspect': 'progression', 'sentiment': 'neutral'}]",story,neutral
903,1449690,The Walking Dead: The Telltale Definitive Series,2020-10-29,18,49.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']",['Adventure'],0,25332,910,"{'Choices Matter': 447, 'Story Rich': 406, 'Interactive Fiction': 337, 'Horror': 319, 'Multiple Endings': 307, 'Comic Book': 277, 'Adventure': 272, 'Choose Your Own Adventure': 260, 'Post-apocalyptic': 245, 'Visual Novel': 238, 'Point & Click': 226, 'Zombies': 210, 'Atmospheric': 195, '3D': 179, 'Third Person': 169, 'Dark': 148, 'Dynamic Narration': 135, 'Conversation': 104, 'Dystopian ': 98, 'Narration': 79}",One of the finest collections of this generation.,[],False,"[{'expectation': 'finest collections', 'aspect': 'value'}]","[{'aspect': 'value', 'sentiment': 'positive'}]",value,positive
907,813230,ANIMAL WELL,2024-05-09,0,24.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,18823,763,"{'Metroidvania': 287, 'Exploration': 287, 'Puzzle': 255, 'Puzzle-Platformer': 250, 'Pixel Graphics': 243, 'Horror': 209, 'Platformer': 206, '2D': 196, 'Atmospheric': 186, 'Adventure': 177, 'Mystery': 166, 'Action': 158, 'Surreal': 148, 'Indie': 145, 'Nonlinear': 144, 'Relaxing': 143, 'Cute': 139, 'Singleplayer': 125, 'Retro': 119, 'Controller': 114}","The new leader to beat in its sector, we're talking pure ecstasy.",[],False,"[{'expectation': 'new leader', 'aspect': 'innovation'}, {'expectation': 'leader to beat', 'aspect': 'progression'}]","[{'aspect': 'innovation', 'sentiment': 'positive'}, {'aspect': 'progression', 'sentiment': 'positive'}]",innovation,positive
909,813230,ANIMAL WELL,2024-05-09,0,24.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,18823,763,"{'Metroidvania': 287, 'Exploration': 287, 'Puzzle': 255, 'Puzzle-Platformer': 250, 'Pixel Graphics': 243, 'Horror': 209, 'Platformer': 206, '2D': 196, 'Atmospheric': 186, 'Adventure': 177, 'Mystery': 166, 'Action': 158, 'Surreal': 148, 'Indie': 145, 'Nonlinear': 144, 'Relaxing': 143, 'Cute': 139, 'Singleplayer': 125, 'Retro': 119, 'Controller': 114}",Animal Well redefines the Metroidvania genre,[],False,"[{'expectation': 'metodvania genre', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
911,622650,Bendy and the Ink Machine,2017-04-27,0,7.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Remote Play on TV', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Strategy']",0,25323,3194,"{'Horror': 947, 'First-Person': 643, 'Singleplayer': 615, 'Puzzle': 555, 'Cartoony': 546, 'Survival Horror': 498, 'Cartoon': 496, 'Dark': 496, 'Mystery': 476, 'Indie': 465, 'Story Rich': 442, 'Great Soundtrack': 398, 'Action': 398, 'Atmospheric': 385, 'Adventure': 367, 'Psychological Horror': 297, 'Violent': 202, 'Funny': 179, 'Cute': 174, 'Free to Play': 68}",The atmosphere is intense...keeping you on your toes,[],False,"[{'expectation': 'atmosphere is intense', 'aspect': 'graphics'}, {'expectation': 'atmosphere keeping', 'aspect': 'graphics'}]","[{'aspect': 'graphics', 'sentiment': 'positive'}, {'aspect': 'graphics', 'sentiment': 'positive'}]",graphics,positive
915,303210,The Beginner's Guide,2015-10-01,0,9.99,0,"['Single-player', 'Captions available', 'Partial Controller Support', 'Remote Play on Tablet', 'Family Sharing']","['Adventure', 'Indie']",0,19148,2603,"{'Story Rich': 314, 'Walking Simulator': 312, 'Narration': 282, 'Indie': 274, 'Atmospheric': 234, 'First-Person': 206, 'Short': 197, 'Singleplayer': 184, 'Abstract': 148, 'Adventure': 146, 'Surreal': 135, 'Experimental': 119, 'Psychological': 119, 'Emotional': 116, 'Great Soundtrack': 111, 'Philosophical': 90, 'Dark': 86, 'Experience': 77, 'Psychological Horror': 46, 'Puzzle': 19}","I've been thinking about this game a lot for the past 36 hours. It demanded I think about it, at first only superficially, but later more substantively. I mulled over a lot of questions when I should have been sleeping. I continued thinking right when I woke up. I think I dreamed about it in between.",[],False,"[{'expectation': 'game a lot', 'aspect': 'gameplay'}, {'expectation': 'lot of questions', 'aspect': 'question'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}, {'aspect': 'question', 'sentiment': 'neutral'}]",gameplay,positive
918,410900,Forts,2017-04-19,0,14.99,7,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Family Sharing']","['Action', 'Indie', 'Strategy']",0,20027,1745,"{'Base-Building': 481, 'Multiplayer': 440, 'Physics': 436, 'Strategy': 425, 'Destruction': 419, 'Building': 412, 'Moddable': 368, 'Sandbox': 367, 'Action': 333, '2D': 332, 'Military': 329, 'Tactical': 310, 'Memes': 308, 'Singleplayer': 301, 'Funny': 295, 'Level Editor': 292, 'Indie': 291, 'Retro': 278, 'Pixel Graphics': 274, 'Lemmings': 253}","Brisbane-based Earthwork Games has brought out a fort building - and fort destroying - simulator that combines strategy, engineering, aiming, and micromanagement. It's a fun cocktail that puts me in mind of Scorched Earth, or maybe a Scorched Earth that let me build a bunker around my tank. And then three more tanks on my bunker.",[],False,[],[],,
919,418530,Spelunky 2,2020-09-29,0,19.99,1,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']",0,18667,1396,"{'Platformer': 584, '2D Platformer': 543, 'Difficult': 494, 'Perma Death': 489, 'Online Co-Op': 486, 'Co-op': 464, 'Replay Value': 447, 'Indie': 444, 'Procedural Generation': 423, '4 Player Local': 418, 'Local Co-Op': 412, 'PvP': 398, 'Action': 368, '2D': 365, 'Action Roguelike': 337, 'Cute': 327, 'Side Scroller': 327, 'Rogue-like': 310, 'Funny': 304, 'Dark Humor': 281}","If, as Roger Ebert said, movies are a machine that generates empathy, then Spelunky 2, even more so than the original, is a machine for generating surprise. And, inevitably, its close cousin: delight.",[],False,"[{'expectation': 'scary cousin', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
922,220440,DmC: Devil May Cry,2013-01-24,17,29.99,4,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure']",0,27103,1976,"{'Action': 914, 'Hack and Slash': 882, 'Great Soundtrack': 477, 'Spectacle fighter': 457, 'Demons': 429, 'Adventure': 380, 'Third Person': 351, 'Singleplayer': 340, 'Character Action Game': 308, 'Reboot': 252, 'Controller': 247, 'Gore': 234, 'Stylized': 174, ""Beat 'em up"": 163, 'Atmospheric': 157, 'Fast-Paced': 150, 'Fantasy': 129, 'Comedy': 126, 'Story Rich': 124, 'Platformer': 80}",Action at its finest,[],False,"[{'expectation': 'best of', 'aspect': 'value'}]","[{'aspect': 'value', 'sentiment': 'positive'}]",value,positive
923,220440,DmC: Devil May Cry,2013-01-24,17,29.99,4,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure']",0,27103,1976,"{'Action': 914, 'Hack and Slash': 882, 'Great Soundtrack': 477, 'Spectacle fighter': 457, 'Demons': 429, 'Adventure': 380, 'Third Person': 351, 'Singleplayer': 340, 'Character Action Game': 308, 'Reboot': 252, 'Controller': 247, 'Gore': 234, 'Stylized': 174, ""Beat 'em up"": 163, 'Atmospheric': 157, 'Fast-Paced': 150, 'Fantasy': 129, 'Comedy': 126, 'Story Rich': 124, 'Platformer': 80}",Superb,[],False,[],[],,
924,220440,DmC: Devil May Cry,2013-01-24,17,29.99,4,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure']",0,27103,1976,"{'Action': 914, 'Hack and Slash': 882, 'Great Soundtrack': 477, 'Spectacle fighter': 457, 'Demons': 429, 'Adventure': 380, 'Third Person': 351, 'Singleplayer': 340, 'Character Action Game': 308, 'Reboot': 252, 'Controller': 247, 'Gore': 234, 'Stylized': 174, ""Beat 'em up"": 163, 'Atmospheric': 157, 'Fast-Paced': 150, 'Fantasy': 129, 'Comedy': 126, 'Story Rich': 124, 'Platformer': 80}",A slice of heaven,[],False,"[{'expectation': 'slice of heaven', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
926,204450,Call of Juarez: Gunslinger,2013-05-22,18,14.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",['Action'],0,37864,1970,"{'Western': 873, 'FPS': 624, 'Action': 512, 'Shooter': 352, 'Singleplayer': 352, 'Story Rich': 338, 'Bullet Time': 328, 'Comedy': 278, 'First-Person': 272, 'Narration': 244, 'Adventure': 199, 'Dynamic Narration': 183, 'Funny': 181, 'Violent': 180, 'Atmospheric': 175, 'Arcade': 173, 'Gore': 171, 'America': 170, 'Historical': 169, 'Alternate History': 166}",One of the best shooters to come out in recent years.,[],False,"[{'expectation': 'best shooters', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
927,204450,Call of Juarez: Gunslinger,2013-05-22,18,14.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",['Action'],0,37864,1970,"{'Western': 873, 'FPS': 624, 'Action': 512, 'Shooter': 352, 'Singleplayer': 352, 'Story Rich': 338, 'Bullet Time': 328, 'Comedy': 278, 'First-Person': 272, 'Narration': 244, 'Adventure': 199, 'Dynamic Narration': 183, 'Funny': 181, 'Violent': 180, 'Atmospheric': 175, 'Arcade': 173, 'Gore': 171, 'America': 170, 'Historical': 169, 'Alternate History': 166}","Not only is Gunslinger the best Call of Juarez game, it's a damn fine and worthy shooter in its own right.",[],False,"[{'expectation': 'worthy shooter', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
932,601430,The Evil Within 2,2017-10-12,17,39.99,0,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure']",0,26329,2217,"{'Horror': 336, 'Survival Horror': 286, 'Psychological Horror': 221, 'Story Rich': 212, 'Open World': 197, 'Action': 196, 'Adventure': 176, 'Gore': 168, 'Singleplayer': 161, 'Atmospheric': 144, 'Third-Person Shooter': 142, 'Third Person': 141, 'Violent': 130, 'Zombies': 123, 'Stealth': 122, 'Survival': 117, 'First-Person': 89, 'Shooter': 89, 'Dark': 83, 'Great Soundtrack': 73}",An intense and exhilarating survival horror experience,[],False,"[{'expectation': 'exhilarating survival', 'aspect': 'progression'}, {'expectation': 'horror experience', 'aspect': 'gameplay'}]","[{'aspect': 'progression', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}]",progression,positive
934,1401590,Disney Dreamlight Valley,2023-12-05,0,39.99,3,"['Single-player', 'Multi-player', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'RPG', 'Simulation']",0,18468,1629,"{'Relaxing': 357, 'Life Sim': 339, 'Character Customization': 328, 'Exploration': 325, 'Adventure': 322, 'Simulation': 315, 'Sandbox': 294, 'Fantasy': 289, 'Singleplayer': 289, 'Casual': 284, 'Story Rich': 274, 'Cooking': 268, 'Immersive Sim': 268, 'Farming Sim': 267, 'Family Friendly': 265, 'Fishing': 255, 'Crafting': 254, 'Magic': 246, '3D': 225, 'Choose Your Own Adventure': 213}",Ridiculously hard to put down,[],False,"[{'expectation': 'hard to put down', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
935,1401590,Disney Dreamlight Valley,2023-12-05,0,39.99,3,"['Single-player', 'Multi-player', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'RPG', 'Simulation']",0,18468,1629,"{'Relaxing': 357, 'Life Sim': 339, 'Character Customization': 328, 'Exploration': 325, 'Adventure': 322, 'Simulation': 315, 'Sandbox': 294, 'Fantasy': 289, 'Singleplayer': 289, 'Casual': 284, 'Story Rich': 274, 'Cooking': 268, 'Immersive Sim': 268, 'Farming Sim': 267, 'Family Friendly': 265, 'Fishing': 255, 'Crafting': 254, 'Magic': 246, '3D': 225, 'Choose Your Own Adventure': 213}",A wish come true,[],False,"[{'expectation': 'wish come true', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
936,1401590,Disney Dreamlight Valley,2023-12-05,0,39.99,3,"['Single-player', 'Multi-player', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'RPG', 'Simulation']",0,18468,1629,"{'Relaxing': 357, 'Life Sim': 339, 'Character Customization': 328, 'Exploration': 325, 'Adventure': 322, 'Simulation': 315, 'Sandbox': 294, 'Fantasy': 289, 'Singleplayer': 289, 'Casual': 284, 'Story Rich': 274, 'Cooking': 268, 'Immersive Sim': 268, 'Farming Sim': 267, 'Family Friendly': 265, 'Fishing': 255, 'Crafting': 254, 'Magic': 246, '3D': 225, 'Choose Your Own Adventure': 213}","The games I enjoy ordinarily are shooters or action games….And yet, I'm hooked on Disney Dreamlight Valley.",[],False,"[{'expectation': 'action games', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'neutral'}]",gameplay,neutral
937,492720,Tropico 6,2019-03-29,13,39.99,11,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Simulation', 'Strategy']",0,23408,3375,"{'Strategy': 544, 'City Builder': 539, 'Simulation': 448, 'Economy': 386, 'Management': 372, 'Political Sim': 294, 'Multiplayer': 256, 'Sandbox': 249, 'Politics': 220, 'Building': 190, 'Singleplayer': 146, 'Political': 144, 'Funny': 140, 'Choices Matter': 138, 'Co-op': 136, 'Diplomacy': 125, 'Destruction': 114, 'Atmospheric': 112, 'Story Rich': 105, 'Top-Down': 101}","One of the best city-building simulators, ever",[],False,"[{'expectation': 'best city', 'aspect': 'performance'}, {'expectation': 'city-building simulators', 'aspect': 'gameplay'}]","[{'aspect': 'performance', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}]",performance,positive
938,492720,Tropico 6,2019-03-29,13,39.99,11,"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Remote Play on TV', 'Family Sharing']","['Simulation', 'Strategy']",0,23408,3375,"{'Strategy': 544, 'City Builder': 539, 'Simulation': 448, 'Economy': 386, 'Management': 372, 'Political Sim': 294, 'Multiplayer': 256, 'Sandbox': 249, 'Politics': 220, 'Building': 190, 'Singleplayer': 146, 'Political': 144, 'Funny': 140, 'Choices Matter': 138, 'Co-op': 136, 'Diplomacy': 125, 'Destruction': 114, 'Atmospheric': 112, 'Story Rich': 105, 'Top-Down': 101}","It is, very much, A Tropico Game, but it knows how to go big",[],False,"[{'expectation': 'big', 'aspect': 'graphics'}]","[{'aspect': 'graphics', 'sentiment': 'negative'}]",graphics,negative
940,682990,Drug Dealer Simulator,2020-04-16,0,19.99,0,"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",0,17848,2545,"{'Simulation': 283, 'Action': 172, 'Crime': 170, 'Indie': 166, 'Singleplayer': 105, 'Open World': 99, 'Resource Management': 95, 'Crafting': 88, 'Trading': 82, 'Adventure': 81, 'Management': 81, 'First-Person': 80, 'Realistic': 65, 'Inventory Management': 54, 'Sandbox': 52, 'Strategy': 46, 'Dark Comedy': 44, 'Funny': 43, 'Co-op': 38, 'Atmospheric': 36}",There's something strangely compelling about it,[],False,"[{'expectation': 'strangely compelling', 'aspect': 'story'}]","[{'aspect': 'story', 'sentiment': 'positive'}]",story,positive
941,682990,Drug Dealer Simulator,2020-04-16,0,19.99,0,"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",0,17848,2545,"{'Simulation': 283, 'Action': 172, 'Crime': 170, 'Indie': 166, 'Singleplayer': 105, 'Open World': 99, 'Resource Management': 95, 'Crafting': 88, 'Trading': 82, 'Adventure': 81, 'Management': 81, 'First-Person': 80, 'Realistic': 65, 'Inventory Management': 54, 'Sandbox': 52, 'Strategy': 46, 'Dark Comedy': 44, 'Funny': 43, 'Co-op': 38, 'Atmospheric': 36}",I was pleasantly surprised by Drug Dealer Simulator,[],False,"[{'expectation': 'Deal Dealer Simulator', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
942,682990,Drug Dealer Simulator,2020-04-16,0,19.99,0,"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Simulation']",0,17848,2545,"{'Simulation': 283, 'Action': 172, 'Crime': 170, 'Indie': 166, 'Singleplayer': 105, 'Open World': 99, 'Resource Management': 95, 'Crafting': 88, 'Trading': 82, 'Adventure': 81, 'Management': 81, 'First-Person': 80, 'Realistic': 65, 'Inventory Management': 54, 'Sandbox': 52, 'Strategy': 46, 'Dark Comedy': 44, 'Funny': 43, 'Co-op': 38, 'Atmospheric': 36}",This is an unexpectedly well put together thing with plenty to do,[],False,"[{'expectation': 'well put together', 'aspect': 'performance'}, {'expectation': 'pleas to do', 'aspect': 'gameplay'}]","[{'aspect': 'performance', 'sentiment': 'positive'}, {'aspect': 'gameplay', 'sentiment': 'positive'}]",performance,positive
943,979690,The Ascent,2021-07-29,18,29.99,8,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,16635,5811,"{'Top-Down Shooter': 320, 'Cyberpunk': 307, 'RPG': 288, 'Action': 284, 'Co-op': 273, 'Shooter': 262, 'Open World': 252, 'Indie': 204, 'Adventure': 194, 'Isometric': 186, 'Twin Stick Shooter': 179, 'Action RPG': 173, 'Violent': 152, 'Dystopian ': 150, 'Gore': 146, 'Futuristic': 136, 'Character Customization': 119, 'Local Co-Op': 102, 'Split Screen': 96, 'PvE': 86}",A quality action RPG set in a mind-blowing cyberpunk city,[],False,"[{'expectation': 'mind-blowing cyberpunk city', 'aspect': 'gameplay'}]","[{'aspect': 'gameplay', 'sentiment': 'positive'}]",gameplay,positive
944,979690,The Ascent,2021-07-29,18,29.99,8,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,16635,5811,"{'Top-Down Shooter': 320, 'Cyberpunk': 307, 'RPG': 288, 'Action': 284, 'Co-op': 273, 'Shooter': 262, 'Open World': 252, 'Indie': 204, 'Adventure': 194, 'Isometric': 186, 'Twin Stick Shooter': 179, 'Action RPG': 173, 'Violent': 152, 'Dystopian ': 150, 'Gore': 146, 'Futuristic': 136, 'Character Customization': 119, 'Local Co-Op': 102, 'Split Screen': 96, 'PvE': 86}",The Ascent Makes Good On Cyberpunk 2077's Promise,[],False,[],[],,
945,979690,The Ascent,2021-07-29,18,29.99,8,"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",0,16635,5811,"{'Top-Down Shooter': 320, 'Cyberpunk': 307, 'RPG': 288, 'Action': 284, 'Co-op': 273, 'Shooter': 262, 'Open World': 252, 'Indie': 204, 'Adventure': 194, 'Isometric': 186, 'Twin Stick Shooter': 179, 'Action RPG': 173, 'Violent': 152, 'Dystopian ': 150, 'Gore': 146, 'Futuristic': 136, 'Character Customization': 119, 'Local Co-Op': 102, 'Split Screen': 96, 'PvE': 86}",I strongly recommend: The Ascent,[],False,"[{'expectation': 'strongly recommend', 'aspect': 'performance'}]","[{'aspect': 'performance', 'sentiment': 'positive'}]",performance,positive
